,area_type,location,total_sqft,bath,balcony,price,bhk
7679,Super built-up  Area,Thanisandra,784.0,1.0,0.0,35.285,1.0
7683,Super built-up  Area,Kudlu,1027.0,2.0,2.0,42.0,2.0
7684,Super built-up  Area,Uttarahalli,1002.0,2.0,1.0,40.08,2.0
7687,Built-up  Area,Uttarahalli,1002.0,2.0,1.0,40.08,2.0
7688,Super built-up  Area,Narayanapura,1308.0,2.0,1.0,89.04,2.0
7689,Super built-up  Area,Hennur Road,1232.0,2.0,1.0,69.6,2.0
7690,Super built-up  Area,Haralur Road,1027.0,2.0,2.0,44.0,2.0
7691,Built-up  Area,Kalyan nagar,1250.0,2.0,2.0,65.0,2.0
7694,Super built-up  Area,Raja Rajeshwari Nagar,1255.0,2.0,1.0,53.87,2.0
7696,Built-up  Area,Doddathoguru,925.0,2.0,2.0,30.0,2.0
7697,Super built-up  Area,Jakkur,1858.0,3.0,1.0,123.0,3.0
7698,Built-up  Area,other,1205.0,2.0,1.0,70.0,2.0
7699,Plot  Area,other,1500.0,3.0,2.0,90.0,3.0
7701,Super built-up  Area,Mysore Road,1020.0,2.0,2.0,48.95,2.0
7702,Super built-up  Area,Thanisandra,965.0,2.0,1.0,56.0,2.0
7705,Super built-up  Area,Battarahalli,1636.0,2.0,2.0,82.89,2.0
7706,Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,125.0,3.0
7708,Super built-up  Area,Yelahanka,654.0,1.0,1.0,36.25,1.0
7712,Super built-up  Area,Budigere,1636.0,3.0,2.0,92.0,3.0
7713,Super built-up  Area,Hennur Road,1195.0,2.0,2.0,73.0,2.0
7715,Super built-up  Area,other,1250.0,2.0,1.0,67.0,2.0
7716,Super built-up  Area,Whitefield,1452.0,3.0,2.0,90.0,3.0
7717,Super built-up  Area,Thanisandra,1546.0,3.0,1.0,95.0,3.0
7724,Built-up  Area,other,375.0,1.0,0.0,26.0,1.0
7725,Super built-up  Area,Balagere,1007.0,2.0,1.0,66.0,2.0
7730,Plot  Area,other,800.0,3.0,1.0,59.5,2.0
7737,Super built-up  Area,Kadugodi,1152.0,2.0,2.0,61.0,2.0
7738,Super built-up  Area,Subramanyapura,958.0,2.0,1.0,34.49,2.0
7741,Super built-up  Area,Bellandur,1310.0,2.0,2.0,85.0,2.0
7742,Super built-up  Area,Hosur Road,1590.0,2.0,2.0,126.0,3.0
7743,Super built-up  Area,Green Glen Layout,1645.0,3.0,2.0,110.0,3.0
7744,Built-up  Area,other,1800.0,2.0,2.0,100.0,3.0
7745,Super built-up  Area,Thanisandra,1795.0,3.0,2.0,150.0,3.0
7747,Super built-up  Area,Thanisandra,777.0,1.0,0.0,38.535,1.0
7748,Super built-up  Area,other,925.0,2.0,2.0,70.0,2.0
7752,Super built-up  Area,Bommanahalli,1020.0,2.0,2.0,55.0,2.0
7754,Super built-up  Area,Electronic City Phase II,1140.0,2.0,1.0,32.92,2.0
7755,Built-up  Area,Anekal,967.0,2.0,1.0,45.0,3.0
7759,Super built-up  Area,Thanisandra,1697.0,3.0,2.0,110.0,3.0
7760,Super built-up  Area,Varthur,1250.0,2.0,2.0,47.0,2.0
7761,Super built-up  Area,Gottigere,1120.0,2.0,2.0,50.0,2.0
7765,Super built-up  Area,Hebbal,1200.0,2.0,1.0,52.0,2.0
7766,Super built-up  Area,7th Phase JP Nagar,1100.0,2.0,1.0,44.0,2.0
7767,Super built-up  Area,Devarachikkanahalli,1417.0,2.0,2.0,76.0,3.0
7768,Built-up  Area,Thanisandra,1492.0,3.0,1.0,88.0,3.0
7771,Super built-up  Area,Kundalahalli,1010.0,2.0,1.0,48.27,2.0
7772,Super built-up  Area,Hennur,1255.0,2.0,2.0,53.5,2.0
7773,Super built-up  Area,Channasandra,1050.0,2.0,1.0,35.0,2.0
7774,Super built-up  Area,Hegde Nagar,1847.0,3.0,2.0,125.0,3.0
7776,Super built-up  Area,Bellandur,982.0,2.0,2.0,37.28,2.0
7778,Super built-up  Area,Kengeri,750.0,2.0,1.0,36.5,2.0
7781,Built-up  Area,other,1480.0,3.0,2.0,74.0,3.0
7782,Built-up  Area,Tindlu,1180.0,2.0,2.0,52.0,2.0
7784,Super built-up  Area,Jigani,1221.0,3.0,2.0,65.0,3.0
7785,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2.0
7790,Super built-up  Area,Kaikondrahalli,1253.0,2.0,2.0,81.5,2.0
7791,Super built-up  Area,Hennur Road,1061.0,2.0,1.0,54.92,2.0
7792,Super built-up  Area,Marathahalli,1950.0,3.0,2.0,115.0,3.0
7793,Built-up  Area,Marathahalli,1250.0,2.0,2.0,68.0,2.0
7796,Super built-up  Area,Kammasandra,1015.0,2.0,2.0,37.0,2.0
7798,Super built-up  Area,Marathahalli,1125.0,2.0,2.0,56.8,2.0
7799,Super built-up  Area,Electronic City Phase II,1116.0,2.0,2.0,40.0,2.0
7800,Built-up  Area,other,400.0,1.0,0.0,35.0,1.0
7803,Super built-up  Area,Old Madras Road,1300.0,2.0,2.0,100.0,2.0
7804,Super built-up  Area,Raja Rajeshwari Nagar,1419.0,2.0,1.0,60.42,2.0
7807,Built-up  Area,Kaggadasapura,1240.0,2.0,1.0,58.58,2.0
7808,Built-up  Area,Chamrajpet,1565.0,3.0,2.0,98.91,3.0
7812,Super built-up  Area,Hosa Road,1245.0,2.0,1.0,62.0,2.0
7813,Super built-up  Area,GM Palaya,1315.0,3.0,1.0,65.0,3.0
7814,Super built-up  Area,Kenchenahalli,1410.0,2.0,2.0,73.0,3.0
7815,Super built-up  Area,Dasarahalli,1375.0,2.0,1.0,60.0,2.0
7816,Super built-up  Area,Old Madras Road,1299.0,2.0,2.0,95.0,2.0
7818,Plot  Area,Bommasandra Industrial Area,1200.0,3.0,0.0,45.0,2.0
7821,Super built-up  Area,Hebbal,1255.0,2.0,1.0,95.0,3.0
7822,Super built-up  Area,Hoodi,1655.0,3.0,2.0,131.0,3.0
7826,Super built-up  Area,other,825.0,2.0,1.0,40.0,1.0
7827,Super built-up  Area,Begur Road,1634.0,3.0,1.0,111.0,3.0
7829,Super built-up  Area,Banaswadi,1222.0,2.0,2.0,80.0,2.0
7830,Super built-up  Area,Gottigere,1500.0,3.0,2.0,63.0,3.0
7833,Super built-up  Area,Hulimavu,850.0,1.0,1.0,39.5,2.0
7835,Super built-up  Area,Sarjapur  Road,1320.0,2.0,1.0,100.0,2.0
7839,Built-up  Area,Harlur,1197.0,2.0,1.0,82.0,2.0
7842,Super built-up  Area,Whitefield,840.0,1.0,1.0,57.6,1.0
7843,Super built-up  Area,Whitefield,640.0,1.0,0.0,19.83,1.0
7844,Super built-up  Area,Raja Rajeshwari Nagar,1693.0,3.0,1.0,71.38,3.0
7845,Super built-up  Area,Kodihalli,1000.0,2.0,1.0,62.0,2.0
7846,Built-up  Area,Babusapalaya,1305.0,2.0,1.0,70.0,2.0
7847,Built-up  Area,Kodichikkanahalli,450.0,1.0,1.0,18.0,1.0
7848,Super built-up  Area,CV Raman Nagar,705.0,1.0,1.0,57.0,1.0
7854,Super built-up  Area,Battarahalli,1779.0,3.0,2.0,90.0,3.0
7856,Super built-up  Area,Banaswadi,870.0,2.0,2.0,38.0,2.0
7857,Super built-up  Area,Thanisandra,1595.0,3.0,2.0,120.0,3.0
7858,Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,26.0,1.0
7862,Super built-up  Area,Yelahanka,1614.0,3.0,2.0,93.0,3.0
7866,Super built-up  Area,Sonnenahalli,1610.0,3.0,2.0,80.48,3.0
7870,Super built-up  Area,7th Phase JP Nagar,1460.0,2.0,1.0,97.0,3.0
7872,Plot  Area,other,600.0,1.0,0.0,33.0,1.0
7875,Super built-up  Area,Electronics City Phase 1,645.0,1.0,0.0,42.5,1.0
7879,Super built-up  Area,Marathahalli,1350.0,2.0,1.0,90.0,2.0
7885,Super built-up  Area,Bannerghatta Road,1215.0,2.0,1.0,68.0,2.0
7888,Super built-up  Area,Varthur Road,1255.0,2.0,2.0,52.76,2.0
7889,Super built-up  Area,other,1020.0,2.0,1.0,49.0,2.0
7890,Super built-up  Area,other,1225.0,2.0,2.0,82.0,3.0
7891,Super built-up  Area,Singasandra,1120.0,2.0,1.0,60.0,2.0
7893,Super built-up  Area,Kasavanhalli,1225.0,2.0,1.0,69.0,3.0
7898,Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3.0
7899,Super built-up  Area,Bommasandra,1127.0,2.0,1.0,45.0,2.0
7900,Built-up  Area,Whitefield,1655.0,3.0,2.0,97.0,3.0
7901,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1.0
7902,Plot  Area,Varthur,1200.0,3.0,1.0,68.38,3.0
7903,Super built-up  Area,Kaggadasapura,1000.0,2.0,2.0,43.0,2.0
7904,Super built-up  Area,CV Raman Nagar,1225.0,2.0,2.0,47.88,2.0
7905,Super built-up  Area,Hormavu,1350.0,2.0,2.0,45.0,2.0
7908,Super built-up  Area,other,655.0,1.0,2.0,27.0,1.0
7909,Super built-up  Area,Hosa Road,1311.0,2.0,1.0,84.86,3.0
7911,Carpet  Area,CV Raman Nagar,1000.0,2.0,1.0,38.5,2.0
7912,Super built-up  Area,other,1196.0,2.0,1.0,96.0,2.0
7913,Built-up  Area,Kanakpura Road,1050.0,2.0,1.0,59.0,3.0
7915,Carpet  Area,other,927.0,2.0,1.0,50.0,2.0
7918,Built-up  Area,Hebbal,1333.0,2.0,1.0,104.0,2.0
7919,Super built-up  Area,other,600.0,1.0,0.0,18.0,1.0
7923,Super built-up  Area,Koramangala,1100.0,2.0,2.0,85.0,2.0
7925,Super built-up  Area,Kasavanhalli,1917.0,3.0,2.0,132.0,3.0
7927,Super built-up  Area,Billekahalli,950.0,2.0,1.0,58.11,2.0
7929,Super built-up  Area,8th Phase JP Nagar,1089.0,2.0,1.0,43.55,2.0
7931,Super built-up  Area,Hoodi,1257.0,2.0,1.0,68.5,2.0
7932,Super built-up  Area,Sarjapur,650.0,1.0,2.0,19.87,1.0
7933,Super built-up  Area,Whitefield,1850.0,3.0,2.0,150.0,3.0
7935,Built-up  Area,Vidyaranyapura,945.0,2.0,2.0,40.0,2.0
7936,Super built-up  Area,Koramangala,1161.0,2.0,1.0,63.85,2.0
7937,Super built-up  Area,Banashankari Stage V,1630.0,3.0,2.0,51.35,3.0
7940,Plot  Area,Whitefield,1200.0,3.0,1.0,67.77,3.0
7943,Built-up  Area,Nagavara,1315.0,2.0,2.0,70.0,2.0
7944,Super built-up  Area,Sahakara Nagar,1370.0,2.0,2.0,90.0,3.0
7948,Super built-up  Area,Electronic City,1128.0,2.0,1.0,64.0,2.0
7949,Super built-up  Area,Padmanabhanagar,1250.0,2.0,2.0,70.0,3.0
7950,Super built-up  Area,Hebbal,1645.0,3.0,2.0,117.0,3.0
7951,Super built-up  Area,Horamavu Agara,1284.0,2.0,2.0,75.0,3.0
7953,Super built-up  Area,Kodigehalli,1820.0,3.0,2.0,150.0,3.0
7954,Super built-up  Area,Haralur Road,1580.0,3.0,1.0,73.0,3.0
7956,Super built-up  Area,Bannerghatta Road,1215.0,2.0,1.0,68.0,2.0
7957,Super built-up  Area,Uttarahalli,1075.0,2.0,1.0,40.0,2.0
7960,Built-up  Area,Bisuvanahalli,845.0,2.0,1.0,30.0,2.0
7964,Super built-up  Area,Panathur,1199.0,2.0,1.0,85.0,2.0
7965,Super built-up  Area,Gunjur,1175.0,2.0,2.0,43.48,2.0
7967,Super built-up  Area,Bellandur,1767.0,3.0,2.0,109.0,3.0
7969,Super built-up  Area,Talaghattapura,1856.0,3.0,2.0,135.0,3.0
7973,Built-up  Area,Whitefield,1290.0,2.0,0.0,90.0,2.0
7974,Super built-up  Area,Kasavanhalli,1375.0,2.0,1.0,78.0,2.0
7975,Super built-up  Area,other,985.0,2.0,2.0,57.0,2.0
7977,Super built-up  Area,Singasandra,1099.0,2.0,1.0,37.5,2.0
7978,Super built-up  Area,Electronic City,605.0,1.0,0.0,13.31,1.0
7981,Super built-up  Area,Marathahalli,1200.0,2.0,1.0,53.0,2.0
7982,Built-up  Area,Hulimavu,1000.0,2.0,1.0,45.0,2.0
7987,Built-up  Area,BTM Layout,1540.0,2.0,2.0,78.0,3.0
7988,Built-up  Area,other,1503.0,2.0,2.0,93.0,3.0
7991,Super built-up  Area,Mico Layout,1190.0,2.0,2.0,39.25,2.0
7992,Plot  Area,other,1200.0,2.0,1.0,61.0,2.0
7994,Super built-up  Area,Jakkur,850.0,1.0,1.0,19.9,2.0
7997,Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3.0
8001,Super built-up  Area,Padmanabhanagar,1150.0,2.0,2.0,45.0,2.0
8003,Super built-up  Area,Bellandur,924.0,2.0,2.0,35.11,2.0
8011,Super built-up  Area,Bannerghatta Road,1894.0,3.0,1.0,115.0,3.0
8013,Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,142.0,3.0
8015,Built-up  Area,Kothanur,1790.0,3.0,0.0,97.0,3.0
8019,Super built-up  Area,Mahadevpura,1137.0,2.0,1.0,53.4,2.0
8022,Super built-up  Area,Mysore Road,1568.0,2.0,2.0,100.0,3.0
8024,Super built-up  Area,AECS Layout,1308.0,2.0,1.0,60.0,2.0
8027,Super built-up  Area,other,800.0,1.0,2.0,32.0,1.0
8028,Super built-up  Area,Electronic City,530.0,1.0,1.0,13.5,1.0
8029,Built-up  Area,Bisuvanahalli,873.0,2.0,1.0,40.0,3.0
8032,Super built-up  Area,Subramanyapura,958.0,2.0,1.0,33.53,2.0
8036,Super built-up  Area,Thanisandra,760.0,1.0,2.0,50.0,1.0
8037,Super built-up  Area,Dommasandra,1090.0,2.0,2.0,43.5,2.0
8040,Super built-up  Area,Sarjapur  Road,1550.0,2.0,1.0,89.0,3.0
8041,Super built-up  Area,Ramagondanahalli,1251.0,2.0,1.0,50.0,2.0
8042,Super built-up  Area,Electronic City,1070.0,2.0,1.0,53.0,2.0
8043,Super built-up  Area,Kalena Agrahara,1200.0,2.0,2.0,45.0,2.0
8048,Super built-up  Area,Panathur,1000.0,2.0,2.0,40.0,2.0
8051,Plot  Area,other,600.0,1.0,1.0,35.0,1.0
8053,Super built-up  Area,Uttarahalli,1155.0,2.0,2.0,40.43,2.0
8054,Plot  Area,Magadi Road,1200.0,3.0,2.0,98.0,3.0
8055,Super built-up  Area,Budigere,1149.0,2.0,2.0,65.0,2.0
8058,Super built-up  Area,other,1010.0,2.0,2.0,55.0,2.0
8059,Super built-up  Area,Hegde Nagar,1718.0,3.0,2.0,119.0,3.0
8061,Super built-up  Area,Banashankari,1330.0,2.0,2.0,77.0,2.0
8062,Super built-up  Area,Hormavu,1200.0,2.0,2.0,68.0,2.0
8063,Super built-up  Area,Bannerghatta Road,1693.0,3.0,2.0,89.0,3.0
8066,Plot  Area,Margondanahalli,900.0,2.0,0.0,55.0,2.0
8067,Super built-up  Area,NGR Layout,1020.0,2.0,1.0,46.0,2.0
8069,Built-up  Area,Panathur,661.0,1.0,1.0,40.0,1.0
8070,Super built-up  Area,Bannerghatta Road,1280.0,2.0,2.0,60.16,2.0
8072,Super built-up  Area,Hosur Road,1170.0,2.0,1.0,48.0,2.0
8073,Super built-up  Area,Thanisandra,933.0,2.0,1.0,58.0,1.0
8077,Built-up  Area,Banjara Layout,1050.0,2.0,1.0,64.8,2.0
8079,Super built-up  Area,Harlur,1303.0,2.0,1.0,90.0,2.0
8080,Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2.0
8086,Built-up  Area,7th Phase JP Nagar,1120.0,2.0,2.0,65.0,2.0
8087,Super built-up  Area,Electronics City Phase 1,762.5,1.0,0.0,45.4,1.0
8088,Super built-up  Area,Electronics City Phase 1,1245.0,2.0,1.0,75.0,2.0
8090,Super built-up  Area,Channasandra,1093.0,2.0,1.0,34.0,2.0
8092,Super built-up  Area,Hebbal,1345.0,2.0,1.0,97.0,2.0
8094,Super built-up  Area,Vijayanagar,1180.0,2.0,1.0,86.0,2.0
8095,Super built-up  Area,NGR Layout,1020.0,2.0,1.0,48.45,2.0
8100,Super built-up  Area,CV Raman Nagar,1020.0,2.0,1.0,55.0,2.0
8102,Super built-up  Area,Gunjur,1362.0,3.0,2.0,62.63,3.0
8103,Super built-up  Area,Yelahanka,694.0,1.0,0.0,30.84,1.0
8104,Super built-up  Area,Vittasandra,1404.0,2.0,2.0,70.0,2.0
8108,Super built-up  Area,Vittasandra,1259.0,2.0,1.0,67.48,2.0
8111,Built-up  Area,Indira Nagar,850.0,1.0,2.0,60.0,1.0
8115,Super built-up  Area,Ambedkar Nagar,1367.0,2.0,2.0,86.0,2.0
8118,Super built-up  Area,Sarjapur,1175.0,2.0,2.0,42.0,2.0
8121,Super built-up  Area,Hoskote,1095.0,2.0,2.0,33.6,2.0
8122,Super built-up  Area,Attibele,782.0,1.0,0.0,19.55,1.0
8123,Super built-up  Area,Gubbalala,1435.0,2.0,2.0,80.0,3.0
8124,Super built-up  Area,Choodasandra,725.0,2.0,2.0,36.0,2.0
8125,Built-up  Area,other,1600.0,2.0,2.0,88.0,3.0
8129,Super built-up  Area,Nehru Nagar,1674.0,3.0,2.0,90.0,3.0
8131,Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2.0
8132,Super built-up  Area,Kanakpura Road,1703.0,3.0,2.0,130.0,3.0
8133,Super built-up  Area,Padmanabhanagar,1350.0,3.0,1.0,71.55,3.0
8134,Super built-up  Area,Horamavu Agara,1145.0,2.0,1.0,41.21,2.0
8135,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2.0
8136,Super built-up  Area,7th Phase JP Nagar,1100.0,3.0,1.0,60.0,2.0
8139,Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2.0
8144,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2.0
8145,Built-up  Area,Banashankari Stage II,1250.0,2.0,2.0,110.0,2.0
8149,Built-up  Area,Laggere,620.0,2.0,0.0,48.0,1.0
8151,Built-up  Area,Hennur Road,1020.0,2.0,0.0,45.0,2.0
8152,Super built-up  Area,Hosakerehalli,1410.0,2.0,2.0,53.58,3.0
8153,Carpet  Area,Bhoganhalli,1181.7,2.0,1.0,100.0,2.0
8155,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,113.0,3.0
8158,Super built-up  Area,Old Airport Road,1050.0,2.0,2.0,50.0,2.0
8159,Super built-up  Area,Kathriguppe,1300.0,3.0,2.0,77.99,3.0
8160,Super built-up  Area,Whitefield,1356.0,2.0,1.0,94.84,2.0
8161,Super built-up  Area,Whitefield,1338.0,2.0,1.0,103.0,2.0
8162,Super built-up  Area,other,500.0,1.0,1.0,20.0,1.0
8163,Super built-up  Area,other,1280.0,2.0,1.0,100.0,3.0
8166,Built-up  Area,Anekal,620.0,1.0,1.0,23.5,2.0
8168,Super built-up  Area,Thanisandra,1917.0,3.0,2.0,110.0,3.0
8173,Built-up  Area,Sahakara Nagar,1100.0,2.0,1.0,55.0,2.0
8177,Built-up  Area,other,1650.0,3.0,1.0,110.0,3.0
8180,Super built-up  Area,HSR Layout,1142.0,2.0,2.0,65.0,2.0
8181,Super built-up  Area,other,1500.0,2.0,2.0,75.0,3.0
8184,Super built-up  Area,Hosa Road,1063.0,2.0,1.0,32.8,2.0
8185,Built-up  Area,Kammanahalli,1100.0,2.0,1.0,60.0,2.0
8186,Plot  Area,other,1044.0,2.0,2.0,85.0,2.0
8188,Built-up  Area,6th Phase JP Nagar,1216.0,2.0,2.0,60.0,2.0
8191,Super built-up  Area,Hosur Road,1345.0,2.0,2.0,108.0,2.0
8196,Super built-up  Area,Uttarahalli,1025.0,2.0,1.0,35.88,2.0
8199,Super built-up  Area,Kadubeesanahalli,1424.0,2.0,2.0,75.0,3.0
8203,Super built-up  Area,Babusapalaya,1450.0,2.0,1.0,55.99,2.0
8204,Super built-up  Area,Raja Rajeshwari Nagar,1160.0,2.0,1.0,70.0,2.0
8207,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.65,2.0
8209,Built-up  Area,Raja Rajeshwari Nagar,1133.0,2.0,1.0,38.37,2.0
8210,Super built-up  Area,Arekere,1240.0,2.0,2.0,60.0,2.0
8213,Super built-up  Area,Ramagondanahalli,1610.0,2.0,2.0,115.0,3.0
8215,Built-up  Area,Kaggadasapura,1225.0,2.0,2.0,48.0,2.0
8216,Super built-up  Area,Akshaya Nagar,1300.0,2.0,1.0,54.0,2.0
8221,Super built-up  Area,Sarjapur  Road,1435.0,3.0,2.0,90.0,3.0
8224,Super built-up  Area,Kadubeesanahalli,1257.0,2.0,2.0,93.0,2.0
8226,Super built-up  Area,Kasavanhalli,1309.0,2.0,2.0,95.0,2.0
8227,Plot  Area,Yeshwanthpur,1362.0,2.0,0.0,100.0,2.0
8232,Super built-up  Area,Banashankari,1185.0,2.0,2.0,67.0,2.0
8236,Super built-up  Area,Budigere,693.0,1.0,0.0,27.375,1.0
8238,Super built-up  Area,Devanahalli,775.0,1.0,0.0,39.0,1.0
8239,Built-up  Area,Hoodi,1000.0,2.0,2.0,48.0,2.0
8240,Super built-up  Area,Thanisandra,1183.0,2.0,1.0,77.25,2.0
8242,Super built-up  Area,other,425.0,1.0,1.0,15.0,1.0
8245,Built-up  Area,Hebbal,1200.0,2.0,2.0,52.0,2.0
8246,Super built-up  Area,Ramagondanahalli,1151.0,2.0,2.0,43.6,2.0
8250,Super built-up  Area,Hegde Nagar,1847.0,3.0,2.0,123.0,3.0
8251,Super built-up  Area,Devanahalli,1020.0,2.0,1.0,49.87,1.0
8252,Super built-up  Area,Somasundara Palya,1650.0,3.0,2.0,95.0,3.0
8255,Super built-up  Area,Begur Road,1160.0,2.0,2.0,44.0,2.0
8258,Super built-up  Area,Brookefield,1089.0,2.0,1.0,49.0,2.0
8259,Super built-up  Area,Yelahanka,1115.0,2.0,2.0,60.0,2.0
8260,Super built-up  Area,Kudlu Gate,1215.0,2.0,1.0,45.0,2.0
8262,Super built-up  Area,Kannamangala,1536.0,3.0,1.0,104.0,3.0
8263,Super built-up  Area,Hennur,1255.0,2.0,2.0,55.5,2.0
8264,Super built-up  Area,Electronic City,1571.0,3.0,2.0,83.0,3.0
8265,Plot  Area,other,900.0,1.0,0.0,70.0,2.0
8266,Super built-up  Area,other,1517.0,2.0,2.0,125.0,2.0
8267,Super built-up  Area,Budigere,664.0,1.0,1.0,35.4,1.0
8268,Super built-up  Area,Devarachikkanahalli,1230.0,2.0,1.0,58.0,2.0
8269,Super built-up  Area,Hegde Nagar,1340.0,2.0,2.0,72.0,2.0
8272,Super built-up  Area,Sarjapur,1240.0,2.0,2.0,43.1,2.0
8275,Super built-up  Area,Kanakpura Road,525.0,2.0,2.0,29.25,1.0
8276,Super built-up  Area,7th Phase JP Nagar,1680.0,3.0,2.0,117.0,3.0
8278,Super built-up  Area,Gunjur,1071.0,2.0,1.0,51.0,2.0
8279,Super built-up  Area,Sector 2 HSR Layout,1512.0,3.0,2.0,80.0,3.0
8282,Built-up  Area,Kalyan nagar,1190.0,2.0,1.0,60.0,2.0
8285,Built-up  Area,Mallasandra,1325.0,2.0,2.0,73.0,2.0
8290,Super built-up  Area,Hennur,1100.0,2.0,1.0,44.55,2.0
8292,Super built-up  Area,Yelachenahalli,1365.0,2.0,1.0,72.0,3.0
8294,Super built-up  Area,Hosur Road,1250.0,2.0,1.0,55.0,2.0
8296,Super built-up  Area,Bellandur,1170.0,2.0,1.0,46.79,2.0
8298,Super built-up  Area,Hennur Road,1232.0,2.0,1.0,87.0,2.0
8299,Super built-up  Area,1st Phase JP Nagar,1180.0,2.0,2.0,88.5,2.0
8300,Super built-up  Area,Electronic City,1350.0,3.0,2.0,66.0,3.0
8303,Super built-up  Area,Electronic City Phase II,1020.0,2.0,2.0,32.0,2.0
8308,Super built-up  Area,Hennur,1255.0,2.0,1.0,57.5,2.0
8310,Plot  Area,other,1200.0,3.0,2.0,72.0,3.0
8312,Super built-up  Area,Tumkur Road,728.5,1.0,0.0,31.315,1.0
8313,Super built-up  Area,Bommanahalli,1660.0,2.0,2.0,100.0,3.0
8316,Built-up  Area,other,510.0,1.0,0.0,34.0,1.0
8317,Super built-up  Area,Mahadevpura,1601.0,3.0,2.0,95.0,3.0
8318,Super built-up  Area,Begur Road,952.0,2.0,1.0,42.0,2.0
8323,Super built-up  Area,Haralur Road,1520.0,2.0,2.0,96.0,3.0
8325,Super built-up  Area,Yelenahalli,1175.0,2.0,2.0,50.0,2.0
8326,Super built-up  Area,Bharathi Nagar,1432.0,2.0,2.0,68.0,2.0
8327,Super built-up  Area,Bommasandra Industrial Area,1005.0,2.0,1.0,39.77,2.0
8328,Super built-up  Area,Rajiv Nagar,1309.0,2.0,1.0,80.0,2.0
8330,Super built-up  Area,7th Phase JP Nagar,1050.0,2.0,1.0,77.0,2.0
8334,Built-up  Area,other,940.0,2.0,1.0,56.0,2.0
8341,Plot  Area,Kammanahalli,1200.0,1.0,1.0,81.0,2.0
8344,Super built-up  Area,Electronic City Phase II,1020.0,2.0,1.0,27.43,2.0
8345,Super built-up  Area,Whitefield,1267.0,2.0,1.0,90.33,2.0
8347,Built-up  Area,other,1645.0,3.0,2.0,95.0,3.0
8348,Super built-up  Area,Sahakara Nagar,1100.0,2.0,2.0,75.0,3.0
8350,Super built-up  Area,Ananth Nagar,1000.0,2.0,1.0,29.7,2.0
8354,Built-up  Area,Kalyan nagar,1086.0,2.0,2.0,44.5,2.0
8355,Super built-up  Area,Kengeri,416.0,1.0,1.0,18.0,1.0
8356,Built-up  Area,Hennur Road,1066.0,2.0,1.0,52.23,2.0
8360,Super built-up  Area,Subramanyapura,960.0,2.0,1.0,55.0,2.0
8361,Super built-up  Area,Haralur Road,1510.0,3.0,2.0,83.05,3.0
8364,Built-up  Area,other,1000.0,2.0,1.0,63.0,2.0
8365,Super built-up  Area,Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2.0
8368,Super built-up  Area,Seegehalli,1134.0,2.0,2.0,45.0,2.0
8372,Super built-up  Area,other,1350.0,2.0,2.0,65.0,2.0
8373,Super built-up  Area,Sarjapur,1032.0,2.0,1.0,42.0,2.0
8375,Super built-up  Area,Murugeshpalya,1225.0,2.0,2.0,48.0,2.0
8376,Super built-up  Area,Sarjapur  Road,1262.0,2.0,2.0,67.0,2.0
8377,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3.0
8379,Super built-up  Area,Kothannur,1070.0,2.0,2.0,38.6,2.0
8382,Built-up  Area,TC Palaya,1000.0,2.0,0.0,70.0,2.0
8383,Super built-up  Area,Kadugodi,1394.0,2.0,2.0,56.0,2.0
8384,Super built-up  Area,Amruthahalli,1450.0,2.0,1.0,85.0,3.0
8385,Super built-up  Area,Banaswadi,527.0,1.0,0.0,35.0,1.0
8386,Super built-up  Area,Sarjapur  Road,1693.0,3.0,2.0,125.0,3.0
8388,Super built-up  Area,Horamavu Agara,1000.0,2.0,1.0,46.0,2.0
8389,Built-up  Area,Kogilu,952.0,2.0,2.0,49.0,2.0
8391,Super built-up  Area,Kengeri,1200.0,1.0,1.0,14.0,1.0
8393,Super built-up  Area,Hebbal Kempapura,1400.0,2.0,2.0,108.0,2.0
8395,Super built-up  Area,Sarjapur  Road,1826.0,3.0,2.0,125.0,3.0
8396,Super built-up  Area,Hosur Road,1689.0,3.0,2.0,103.0,3.0
8399,Super built-up  Area,Hennur,960.0,2.0,1.0,48.0,2.0
8400,Built-up  Area,Channasandra,808.0,2.0,1.0,40.0,2.0
8401,Super built-up  Area,Kodichikkanahalli,907.0,2.0,2.0,38.5,2.0
8402,Super built-up  Area,Uttarahalli,1300.0,2.0,2.0,55.0,2.0
8403,Super built-up  Area,other,1804.0,3.0,2.0,150.0,3.0
